ingredients,dish
aloo chili ghee ginger oil yogurt,dahi_aloo
beans carrot coriander ghee oil peas tomato,mixed_vegetable
cashew garlic kasuri_methi onion paneer tomato,paneer_butter_masala
aloo butter gobi kasuri_methi oil tomato turmeric,aloo_gobi
ghee kasuri_methi mustard_seeds oil onion toor_dal,dal_tadka
chicken chili pepper yogurt,chicken_curry
asafoetida coriander masoor_dal tomato,masoor_dal
cashew cream ginger kasuri_methi paneer tomato,paneer_butter_masala
aloo cumin garlic ghee onion spinach,saag_aloo
carrot corn onion pepper rice soy_sauce,vegetable_fried_rice
coriander ghee lauki oil onion,lauki_sabzi
amchur chana_masala_powder chickpea oil tomato,chana_masala
cumin ginger toor_dal,dal_fry
garam_masala garlic mutton oil onion,mutton_curry
carom_seeds chili methi wheat_flour yogurt,methi_paratha
aloo coriander ghee ginger gobi,aloo_gobi
basmati_rice garlic ghee saffron,vegetable_biryani
aloo cumin ginger palak turmeric,aloo_palak
aloo bhindi coriander oil onion turmeric,aloo_bhindi
carom_seeds chili methi oil wheat_flour,methi_paratha
chickpea garlic oil onion turmeric,chana_masala
ghee mutton pepper turmeric,mutton_curry
basmati_rice chicken coriander garlic ghee onion rice,chicken_biryani
boondi carrot chili cumin yogurt,raita
chili ginger tomato toor_dal,dal_tadka
egg onion turmeric,egg_curry
cumin ghee moong_dal oil onion,moong_dal
cashew coriander cream garlic onion paneer,shahi_paneer
amchur chickpea garam_masala garlic oil,chana_masala
chickpea chili garam_masala garlic maida yogurt,chole_bhature
garam_masala ghee ginger onion toor_dal turmeric,dal_fry
ajwain besan oil paneer turmeric,pakora
bread carrot chaat_masala onion pepper tomato,vegetable_sandwich
asafoetida ghee moong_dal oil rice turmeric,khichdi
butter chicken garam_masala garlic ginger turmeric,butter_chicken
aloo butter cumin garam_masala ghee matar,aloo_matar
ajwain butter coriander ghee onion paneer wheat_flour,paneer_paratha
amchur baingan cumin oil tomato,baingan_bharta
chili cumin egg garlic oil tomato,anda_bhurji
carrot chili coriander yogurt,raita
beans carrot chili peas tomato turmeric,mixed_vegetable
aloo amchur bhindi cumin oil,aloo_bhindi
coriander cumin ginger paneer wheat_flour,paneer_paratha
chili ginger moong_dal turmeric,moong_dal
coriander cumin onion paneer yogurt,paneer_tikka_masala
basmati_rice cardamom cumin garlic,vegetable_biryani
aloo chili garlic ginger matar turmeric,aloo_matar
chili cumin masoor_dal oil onion tomato,masoor_dal
chickpea garam_masala ginger maida onion tomato,chole_bhature
egg oil pepper rice,egg_fried_rice
chicken cumin ginger,chicken_curry
butter chili ghee gobi onion wheat_flour,gobi_paratha
asafoetida coriander garlic ghee toor_dal,dal_tadka
cashew coriander garam_masala paneer tomato,paneer_butter_masala
aloo chili ginger wheat_flour,aloo_paratha
butter cumin garam_masala rajma urad_dal,dal_makhani
chili egg garam_masala garlic oil tomato,egg_curry
curry_leaves oil prawn,prawn_masala
butter chicken coriander cream onion tomato,butter_chicken
aloo amchur garlic ghee matar tomato,aloo_matar
amchur bhindi chili garlic ginger tomato,bhindi_masala
basmati_rice bay_leaf chicken cumin onion,chicken_pulao
ajwain aloo butter coriander ghee wheat_flour,aloo_paratha
asafoetida garam_masala garlic ginger moong_dal onion rice,khichdi
aloo garlic mustard_seeds yogurt,dahi_aloo
ghee ginger moong_dal onion pepper rice,khichdi
basmati_rice cinnamon oil onion pepper,vegetable_pulao
basmati_rice chili ghee saffron,biryani
garam_masala garlic matar oil paneer tomato,matar_paneer
chili egg oil turmeric,anda_bhurji
beans carrot coriander corn garlic onion peas,mixed_vegetable
besan bhindi chili oil onion,bhindi_masala
coriander cream ginger paneer saffron,shahi_paneer
bhindi garlic tomato turmeric,bhindi_masala
chili garlic ginger oil toor_dal turmeric,dal_fry
asafoetida chili moong_dal oil onion,moong_dal
chili curry_leaves peanut poha,poha
chicken cream cumin ginger tomato turmeric yogurt,chicken_tikka_masala
bay_leaf garlic mutton oil tomato,mutton_curry
chicken chili ginger kasuri_methi tomato,chicken_tikka_masala
cumin egg ginger oil tomato,anda_bhurji
amchur chickpea cumin ginger oil,chana_masala
butter onion paneer tomato turmeric,paneer_bhurji
garam_masala garlic ghee kasuri_methi oil toor_dal,dal_fry
cumin garam_masala garlic lauki onion tomato,lauki_sabzi
basmati_rice chicken mint onion rice saffron yogurt,chicken_biryani
chili_sauce egg ginger rice,egg_fried_rice
chili ginger oil toor_dal,dal_fry
coriander onion rajma tomato urad_dal,dal_makhani
egg garlic rice soy_sauce,egg_fried_rice
chili ghee ginger kasuri_methi onion toor_dal,dal_tadka
basmati_rice chili ginger mint,biryani
butter cumin egg garam_masala garlic onion,anda_bhurji
basmati_rice bay_leaf mint mutton saffron,mutton_biryani
basmati_rice chicken clove ginger mint rice,chicken_biryani
aloo besan ginger mustard_seeds pav turmeric,vada_pav
oil onion poha turmeric,poha
coriander ghee kasuri_methi oil toor_dal,dal_fry
chickpea cumin ginger,chana_masala
ajwain besan oil spinach,pakora
chili cumin ghee ginger mutton yogurt,mutton_curry
aloo amchur methi oil onion,aloo_methi
basmati_rice ghee mutton onion turmeric yogurt,mutton_biryani
butter chicken oil tomato turmeric,chicken_curry
aloo amchur garam_masala ghee gobi,aloo_gobi
butter cashew chicken ginger kasuri_methi,butter_chicken
coriander cumin garlic paneer tomato,paneer_butter_masala
aloo bhindi cumin ginger oil onion,aloo_bhindi
basmati_rice clove onion,vegetable_pulao
garlic ginger matar minced_meat turmeric,keema_matar
basmati_rice clove cumin garlic ghee ginger peas,vegetable_pulao
garam_masala ginger oil onion toor_dal,dal_fry
butter chili coriander egg ginger onion,anda_bhurji
cumin moong_dal oil turmeric,moong_dal
aloo garlic ginger oil palak turmeric,aloo_palak
garlic kasuri_methi onion tomato toor_dal,dal_tadka
chili garlic ghee matar paneer,matar_paneer
bhindi garam_masala oil,bhindi_masala
garam_masala ginger oil prawn,prawn_masala
basmati_rice carrot cinnamon clove oil,vegetable_pulao
coriander ghee oil palak paneer,palak_paneer
aloo besan bread_crumbs chaat_masala cumin oil,aloo_tikki
chili fennel ginger maida moong_dal oil,kachori
ginger masoor_dal mustard_seeds tomato turmeric,masoor_dal
cream cumin kasuri_methi onion rajma urad_dal,dal_makhani
butter garlic onion pav potato tomato turmeric,pav_bhaji
basmati_rice bay_leaf carrot ginger oil pepper,vegetable_pulao
capsicum chili paneer,paneer_bhurji
coriander curry_leaves fish ginger onion tomato,fish_curry
beans capsicum carrot cumin onion peas turmeric,mixed_vegetable
ghee matar minced_meat tomato turmeric,keema_matar
capsicum chili ginger mustard_seeds onion semolina,upma
boondi chaat_masala coriander onion yogurt,raita
aloo butter garam_masala ghee ginger wheat_flour,aloo_paratha
cumin garam_masala ginger paneer,paneer_bhurji
besan chili oil paneer potato,pakora
carrot chili maggi_noodles masala onion pepper tomato,maggi
chickpea cumin ginger oil tomato,chana_masala
aloo chili coriander maida matar,samosa
chili coriander ginger gobi wheat_flour,gobi_paratha
aloo chili ghee ginger mustard_seeds yogurt,dahi_aloo
basmati_rice cumin garam_masala ghee ginger mint,biryani
cardamom chicken coriander ghee,korma
aloo coriander cream garlic palak,aloo_palak
basmati_rice cardamom cinnamon ghee ginger potato,vegetable_pulao
ajwain aloo butter wheat_flour,aloo_paratha
aloo chili coriander ginger methi,aloo_methi
aloo coriander ghee gobi oil onion,aloo_gobi
cream cumin ghee palak paneer,palak_paneer
coconut_milk curry_leaves fish onion tomato,fish_curry
aloo chili matar tomato,aloo_matar
garam_masala ginger paneer tomato,paneer_tikka_masala
amchur asafoetida cumin maida moong_dal oil,kachori
coriander garlic mushroom,mushroom_masala
basmati_rice cinnamon ginger mint mutton,mutton_biryani
cumin garlic ghee ginger toor_dal,dal_fry
cumin garlic oil tomato toor_dal,dal_fry
butter capsicum garam_masala garlic paneer,paneer_bhurji
amchur baingan ginger mustard_oil oil,baingan_bharta
aloo cumin methi oil onion turmeric,aloo_methi
bay_leaf garlic ghee mutton onion,mutton_curry
besan fenugreek_seeds onion yogurt,kadhi_pakora
aloo garam_masala ginger matar tomato,aloo_matar
butter chili egg oil onion,omelette
beans carrot coriander cumin ghee ginger peas,mixed_vegetable
bread carrot chaat_masala,vegetable_sandwich
capsicum chili curry_leaves ginger onion semolina,upma
asafoetida besan ghee mustard_seeds oil yogurt,kadhi_pakora
chili mustard_seeds oil onion peanut poha,poha
asafoetida cashew peas semolina,upma
coriander matar oil onion paneer tomato,matar_paneer
amchur cumin ginger gobi onion wheat_flour,gobi_paratha
cardamom mutton pepper yogurt,mutton_curry
amchur baingan garlic onion turmeric,baingan_bharta
butter garam_masala garlic kasuri_methi onion paneer tomato,paneer_butter_masala
capsicum garam_masala garlic paneer tomato,paneer_bhurji
butter coriander cumin garlic paneer tomato,paneer_butter_masala
cashew ginger kasuri_methi onion paneer tomato,paneer_butter_masala
butter carrot maggi_noodles masala pepper turmeric,maggi
basmati_rice clove garlic saffron,vegetable_biryani
cumin garam_masala oil onion prawn tomato,prawn_masala
chili ginger onion paneer tomato turmeric,paneer_bhurji
asafoetida garlic ginger moong_dal oil rice,khichdi
capsicum chili_sauce egg ginger oil rice vinegar,egg_fried_rice
asafoetida moong_dal onion rice turmeric,khichdi
chili ghee moong_dal onion,moong_dal
garlic pepper rice soy_sauce,vegetable_fried_rice
chicken chili coriander garlic ginger onion tomato,chicken_tikka_masala
chili egg garlic oil onion,anda_bhurji
asafoetida besan mustard_seeds oil sugar yogurt,dhokla
asafoetida ghee toor_dal,dal_fry
aloo butter coriander ghee palak,aloo_palak
butter capsicum chili maggi_noodles masala onion turmeric,maggi
basmati_rice cardamom mint onion turmeric,biryani
chickpea chili cumin garlic oil tomato,chana_masala
besan curry_leaves ghee onion turmeric yogurt,kadhi_pakora
egg garlic ginger pepper rice spring_onion,egg_fried_rice
curry_leaves garlic moong_dal oil tomato turmeric,tarka_dal
cardamom ghee mutton oil onion pepper,mutton_curry
chili curry_leaves garlic ginger moong_dal oil,tarka_dal
almond cardamom cashew milk pistachio rice sugar,kheer
basmati_rice carrot ghee ginger turmeric,vegetable_biryani
basmati_rice garam_masala ghee ginger onion,vegetable_biryani
basmati_rice clove coriander mutton yogurt,mutton_biryani
butter carom_seeds ghee methi oil turmeric wheat_flour,methi_paratha
aloo garlic ghee ginger turmeric yogurt,dahi_aloo
basmati_rice chicken cinnamon clove oil,chicken_pulao
butter chili garam_masala onion rajma tomato urad_dal,dal_makhani
basmati_rice cardamom ginger saffron,biryani
basmati_rice onion saffron turmeric,biryani
aloo garam_masala ghee ginger matar onion,aloo_matar
chicken ginger kasuri_methi onion turmeric,chicken_curry
curry_leaves ghee moong_dal,tarka_dal
bay_leaf coriander garlic mutton onion yogurt,mutton_curry
aloo cumin ghee gobi tomato turmeric,aloo_gobi
garlic ghee onion toor_dal turmeric,dal_tadka
basmati_rice capsicum clove cumin ghee ginger,vegetable_biryani
egg garlic ginger oil turmeric,anda_bhurji
basmati_rice chili garam_masala ghee ginger onion,vegetable_biryani
chickpea cumin oil turmeric,chana_masala
chili garam_masala garlic ginger matar paneer,matar_paneer
chili garlic matar minced_meat,keema_matar
coconut_milk coriander curry_leaves fish garlic tomato,fish_curry
butter garam_masala garlic palak paneer,palak_paneer
aloo bhindi chili ginger oil onion,aloo_bhindi
asafoetida fennel ginger maida moong_dal,kachori
chili coriander ginger prawn,prawn_masala
aloo butter chili cream ghee palak,aloo_palak
ginger moong_dal mustard_seeds oil tomato turmeric,tarka_dal
basmati_rice chicken clove ghee turmeric yogurt,chicken_pulao
basmati_rice chicken ghee pepper,chicken_pulao
ginger kasuri_methi onion tomato toor_dal,dal_fry
basmati_rice bay_leaf mint mutton onion,mutton_biryani
butter capsicum coriander garlic pav potato turmeric,pav_bhaji
chili cumin garlic ginger masoor_dal tomato,masoor_dal
butter coriander egg garlic onion,anda_bhurji
carrot chili maggi_noodles masala onion,maggi
aloo bhindi coriander ginger onion,aloo_bhindi
butter carom_seeds methi oil turmeric wheat_flour yogurt,methi_paratha
beans carrot coriander garlic oil peas tomato,mixed_vegetable
chili garlic matar paneer tomato turmeric,matar_paneer
butter coriander cream garam_masala garlic paneer,paneer_tikka_masala
chili coriander garlic ghee masoor_dal onion,masoor_dal
aloo butter ginger gobi oil turmeric,aloo_gobi
curry_leaves moong_dal tomato turmeric,tarka_dal
capsicum egg ginger rice soy_sauce,egg_fried_rice
chicken oil pepper,chicken_curry
basmati_rice cardamom chicken cumin ghee ginger,chicken_pulao
asafoetida ghee ginger semolina urad_dal,upma
aloo chili cumin ghee methi oil,aloo_methi
bread butter capsicum chaat_masala pepper,vegetable_sandwich
cumin moong_dal oil onion,moong_dal
capsicum garlic ginger maggi_noodles masala onion pepper,maggi
bhindi chili garam_masala garlic ginger oil,bhindi_masala
garam_masala garlic prawn turmeric,prawn_masala
baingan coriander mustard_oil oil turmeric,baingan_bharta
butter chili cream cumin onion tomato,tomato_soup
aloo cumin ghee ginger matar onion,aloo_matar
boondi carrot chili cucumber yogurt,raita
basmati_rice chicken coriander ginger onion rice,chicken_biryani
bay_leaf mutton oil turmeric yogurt,mutton_curry
carrot chili_sauce egg onion rice soy_sauce,egg_fried_rice
butter chili cream paneer,shahi_paneer
coconut_milk curry_leaves fish onion,fish_curry
beans carrot garam_masala ginger peas,mixed_vegetable
baingan cumin garam_masala garlic mustard_oil oil,baingan_bharta
chili ginger mustard_seeds semolina,upma
aloo chili garlic oil onion palak,aloo_palak
chili egg ginger oil turmeric,egg_curry
baingan chili garlic mustard_oil onion turmeric,baingan_bharta
cream cumin garam_masala onion paneer,paneer_tikka_masala
cream garlic paneer saffron tomato,shahi_paneer
aloo bhindi coriander cumin garlic,aloo_bhindi
basmati_rice bay_leaf chicken cumin garlic oil,chicken_pulao
aloo amchur cumin ghee methi oil,aloo_methi
chickpea coriander garam_masala garlic ghee maida onion,chole_bhature
basmati_rice clove coriander garlic mint mutton onion,mutton_biryani
basmati_rice bay_leaf chicken cumin ginger onion,chicken_pulao
chili coriander egg tomato,egg_curry
aloo ghee gobi kasuri_methi onion turmeric,aloo_gobi
basmati_rice bay_leaf ghee mutton onion,mutton_biryani
aloo coriander ginger methi oil onion turmeric,aloo_methi
asafoetida ghee ginger kasuri_methi tomato toor_dal,dal_fry
aloo bhindi ginger oil turmeric,aloo_bhindi
aloo amchur garlic methi oil onion,aloo_methi
amchur bhindi chili ginger onion tomato,bhindi_masala
butter chili coriander cream onion paneer tomato,shahi_paneer
cardamom garam_masala ghee mutton,mutton_curry
aloo bread butter chili coriander onion tomato,aloo_sandwich
bay_leaf butter chicken cumin onion tomato,chicken_curry
beans curry_leaves ghee mustard_seeds onion semolina,upma
asafoetida ghee moong_dal oil onion rice,khichdi
ajwain aloo butter garam_masala ginger onion wheat_flour,aloo_paratha
aloo amchur garam_masala maida matar onion,samosa
baingan chili mustard_oil oil tomato,baingan_bharta
carrot egg oil onion pepper rice,egg_fried_rice
coriander egg oil onion turmeric,egg_curry
aloo amchur butter garam_masala garlic gobi oil,aloo_gobi
cumin poha potato turmeric,poha
aloo chili garam_masala matar oil,aloo_matar
besan curry_leaves fenugreek_seeds ghee ginger oil yogurt,kadhi_pakora
butter cashew coriander garam_masala garlic paneer tomato,paneer_butter_masala
chickpea cumin garam_masala garlic oil tomato,chana_masala
aloo chili garam_masala garlic ghee oil spinach,saag_aloo
aloo bhindi chili cumin garlic ginger oil,aloo_bhindi
garlic kasuri_methi onion toor_dal turmeric,dal_tadka
ajwain butter cumin ghee methi wheat_flour yogurt,methi_paratha
butter cumin kasuri_methi rajma urad_dal,dal_makhani
aloo butter chili garam_masala ghee ginger matar,aloo_matar
basmati_rice chicken chili coriander ginger mint rice,chicken_biryani
aloo cumin methi onion turmeric,aloo_methi
cumin garlic prawn,prawn_masala
capsicum egg oil pepper rice spring_onion,egg_fried_rice
beans carrot garam_masala oil peas potato tomato,mixed_vegetable
bhindi chili cumin garlic oil onion,bhindi_masala
basmati_rice garam_masala garlic mint potato yogurt,vegetable_biryani
beans carrot cumin mushroom oil onion peas,mixed_vegetable
cardamom chili ghee mutton oil,mutton_curry
chili cream ginger onion paneer tomato,shahi_paneer
basmati_rice chili coriander ginger yogurt,biryani
besan curry_leaves ghee mustard_seeds oil yogurt,kadhi_pakora
asafoetida curry_leaves ginger moong_dal,tarka_dal
boondi chili coriander onion yogurt,raita
cumin ginger kasuri_methi oil palak paneer,palak_paneer
cumin mutton tomato turmeric yogurt,mutton_curry
chili ghee masoor_dal mustard_seeds,masoor_dal
besan bhindi garam_masala oil,bhindi_masala
carrot coriander cumin onion tomato yogurt,raita
cumin onion tomato toor_dal turmeric,dal_fry
asafoetida mustard_seeds onion semolina,upma
besan bhindi coriander garlic ginger,bhindi_masala
butter cumin ghee ginger gobi wheat_flour,gobi_paratha
asafoetida garlic moong_dal mustard_seeds oil tomato,tarka_dal
ajwain aloo amchur ginger maida oil onion,samosa
coriander garam_masala garlic paneer,paneer_tikka_masala
aloo amchur garlic ginger matar onion turmeric,aloo_matar
ajwain chili ghee paneer wheat_flour,paneer_paratha
butter garam_masala ginger mushroom turmeric,mushroom_masala
capsicum chili garlic oil paneer,paneer_bhurji
chicken coriander cream ghee yogurt,korma
aloo coriander ginger spinach turmeric,saag_aloo
chicken cream garam_masala ginger,korma
aloo coriander ghee onion spinach,saag_aloo
egg oil onion turmeric,egg_curry
asafoetida carrot chili ghee ginger oil semolina,upma
chicken chili ginger kasuri_methi tomato yogurt,chicken_tikka_masala
ajwain bhindi coriander garlic ginger onion,bhindi_masala
butter coriander ginger rajma urad_dal,dal_makhani
chickpea garam_masala maida tomato,chole_bhature
basmati_rice chicken ghee ginger oil turmeric,chicken_pulao
coriander ginger kasuri_methi oil toor_dal,dal_tadka
asafoetida chili ghee oil semolina urad_dal,upma
cumin ginger masoor_dal oil tomato,masoor_dal
basmati_rice cardamom chicken ghee oil onion,chicken_pulao
amchur baingan cumin ginger,baingan_bharta
baingan garam_masala ginger oil tomato,baingan_bharta
aloo besan chili ginger oil,aloo_tikki
asafoetida cumin garlic masoor_dal oil,masoor_dal
garam_masala garlic ginger moong_dal oil,moong_dal
coriander fish ginger onion tomato turmeric,fish_curry
aloo amchur besan onion,aloo_tikki
chili garlic matar onion paneer tomato,matar_paneer
butter cashew chicken coriander ginger,butter_chicken
garlic moong_dal tomato turmeric,tarka_dal
chili coriander ginger matar minced_meat onion tomato,keema_matar
cumin ghee methi wheat_flour yogurt,methi_paratha
basmati_rice bay_leaf garlic ginger oil peas pepper,vegetable_pulao
cumin onion poha potato,poha
basmati_rice chicken turmeric yogurt,chicken_pulao
capsicum chili cumin ginger onion paneer,paneer_bhurji
amchur bhindi garlic,bhindi_masala
chaat_masala chili cucumber yogurt,raita
capsicum egg rice vinegar,egg_fried_rice
butter capsicum coriander egg tomato turmeric,omelette
chicken cumin garam_masala tomato yogurt,chicken_tikka_masala
coriander cream cumin garlic paneer,paneer_tikka_masala
basmati_rice bay_leaf coriander ghee mint,vegetable_biryani
butter cumin garam_masala ginger onion paneer wheat_flour,paneer_paratha
butter cumin oil palak paneer,palak_paneer
aloo besan chaat_masala coriander onion,aloo_tikki
chicken cream cumin kasuri_methi tomato yogurt,chicken_tikka_masala
butter coriander cream garlic paneer turmeric,paneer_tikka_masala
besan cauliflower turmeric,pakora
aloo cumin garlic methi onion,aloo_methi
basmati_rice cardamom cumin ginger,vegetable_biryani
chili curry_leaves oil onion semolina urad_dal,upma
aloo amchur ginger maida matar onion,samosa
basmati_rice garam_masala garlic ginger mutton,mutton_biryani
garam_masala ghee moong_dal oil,moong_dal
coriander ghee ginger onion paneer wheat_flour,paneer_paratha
cardamom cashew chicken garlic,korma
garlic ginger maggi_noodles masala pepper,maggi
bread butter carrot chili cucumber pepper,vegetable_sandwich
basmati_rice chicken chili garlic ghee rice,chicken_biryani
cumin kasuri_methi onion toor_dal,dal_tadka
asafoetida cumin garlic ginger moong_dal oil,moong_dal
chicken garlic kasuri_methi oil onion turmeric,chicken_curry
butter chicken coriander garlic ginger,butter_chicken
aloo chili ghee gobi oil,aloo_gobi
basmati_rice bay_leaf ghee peas,vegetable_pulao
aloo bread chaat_masala chili tomato,aloo_sandwich
coriander egg garam_masala garlic ginger,anda_bhurji
basmati_rice cardamom chicken ghee ginger pepper yogurt,chicken_pulao
ghee kasuri_methi lauki,lauki_sabzi
cashew chicken coriander cream cumin,korma
garlic ghee moong_dal oil rice turmeric,khichdi
butter chicken garam_masala garlic kasuri_methi tomato,chicken_curry
asafoetida cumin ghee moong_dal rice,khichdi
chili coriander garlic oil toor_dal,dal_fry
chili cream cumin ginger mushroom tomato,mushroom_masala
garam_masala ginger mushroom onion,mushroom_masala
besan mustard_seeds sugar turmeric yogurt,dhokla
garlic ghee moong_dal rice turmeric,khichdi
bhindi coriander garam_masala ginger onion tomato,bhindi_masala
cream garam_masala garlic rajma tomato urad_dal,dal_makhani
besan coriander paneer potato spinach,pakora
coriander garam_masala moong_dal onion,moong_dal
baingan coriander cumin garlic oil onion,baingan_bharta
chili maggi_noodles masala onion pepper,maggi
butter cumin oil paneer turmeric,paneer_bhurji
basmati_rice oil pepper,vegetable_pulao
chili cumin ghee ginger masoor_dal onion,masoor_dal
asafoetida ginger moong_dal onion turmeric,moong_dal
aloo bhindi cumin ginger oil,aloo_bhindi
cardamom cream garam_masala onion paneer yogurt,shahi_paneer
aloo butter cumin palak turmeric,aloo_palak
aloo butter coriander ginger gobi kasuri_methi,aloo_gobi
aloo cumin ghee ginger onion spinach,saag_aloo
chili garam_masala ghee matar oil paneer,matar_paneer
asafoetida moong_dal oil onion rice,khichdi
aloo besan chaat_masala ginger oil onion,aloo_tikki
capsicum egg oil pepper tomato turmeric,omelette
ajwain chili ghee ginger paneer wheat_flour,paneer_paratha
chili coriander ghee oil onion palak paneer,palak_paneer
basmati_rice bay_leaf chili yogurt,vegetable_biryani
basmati_rice capsicum clove ghee mint yogurt,vegetable_biryani
chili cumin oil tomato,tomato_soup
garlic moong_dal mustard_seeds,tarka_dal
aloo besan chili coriander ginger,aloo_tikki
asafoetida garlic ghee moong_dal oil,moong_dal
butter chili coriander ginger onion pav potato,pav_bhaji
coriander cream mushroom onion,mushroom_masala
chickpea garam_masala onion tomato turmeric,chana_masala
cumin garam_masala ginger rajma tomato urad_dal,dal_makhani
anardana chickpea maida oil,chole_bhature
aloo coriander ghee oil onion spinach turmeric,saag_aloo
cumin garam_masala onion paneer,paneer_tikka_masala
basmati_rice cardamom chicken cumin garlic onion yogurt,chicken_pulao
basmati_rice cardamom ghee mutton saffron,mutton_biryani
cumin egg garam_masala ginger,egg_curry
butter cashew chicken coriander cumin onion,butter_chicken
butter capsicum chili maggi_noodles masala onion,maggi
capsicum garlic oil rice vinegar,vegetable_fried_rice
chili coriander ghee ginger palak paneer,palak_paneer
butter coriander cumin ginger rajma urad_dal,dal_makhani
cumin ghee mutton yogurt,mutton_curry
asafoetida capsicum cashew ginger oil semolina,upma
butter chili cumin ginger paneer wheat_flour,paneer_paratha
aloo coriander cumin maida matar oil onion,samosa
bay_leaf garam_masala mutton yogurt,mutton_curry
besan bhindi coriander oil,bhindi_masala
basmati_rice clove garlic ghee potato,vegetable_pulao
chili garlic ginger mutton pepper yogurt,mutton_curry
kasuri_methi oil paneer turmeric,paneer_bhurji
coriander garlic paneer tomato,paneer_butter_masala
boondi carrot chaat_masala coriander cucumber yogurt,raita
besan onion paneer turmeric,pakora
basmati_rice chicken clove garlic ghee oil,chicken_pulao
cream mushroom turmeric,mushroom_masala
butter cashew chicken cream garam_masala onion,butter_chicken
aloo amchur garlic ghee methi oil,aloo_methi
chili coriander ghee tomato toor_dal,dal_fry
butter chicken coriander onion tomato,chicken_curry
capsicum coriander egg garam_masala garlic tomato,anda_bhurji
aloo amchur coriander ghee ginger matar oil,aloo_matar
bhindi chili tomato,bhindi_masala
chili egg onion pepper,omelette
butter coriander garlic ginger pav potato turmeric,pav_bhaji
chili garlic maggi_noodles masala peas tomato turmeric,maggi
cashew coriander kasuri_methi onion paneer tomato,paneer_butter_masala
besan chili oil potato spinach turmeric,pakora
aloo amchur chili ghee matar onion,aloo_matar
basmati_rice chili coriander mint,vegetable_biryani
amchur chickpea coriander ghee maida yogurt,chole_bhature
butter chili garlic rajma tomato urad_dal,dal_makhani
basmati_rice cardamom garlic onion,vegetable_pulao
aloo amchur cumin ginger methi oil onion,aloo_methi
bread capsicum cheese onion pepper,vegetable_sandwich
chili cumin garlic ghee matar minced_meat onion,keema_matar
cashew coriander cream garam_masala garlic paneer tomato,paneer_butter_masala
butter ginger kasuri_methi palak paneer turmeric,palak_paneer
chicken chili ghee ginger yogurt,korma
chili cumin peanut poha,poha
coriander cumin onion prawn tomato,prawn_masala
basmati_rice cinnamon cumin ginger onion,vegetable_pulao
garam_masala garlic moong_dal rice,khichdi
chili coriander egg onion tomato,omelette
coriander ginger oil toor_dal,dal_fry
aloo garam_masala gobi onion tomato,aloo_gobi
aloo cream cumin ghee ginger palak,aloo_palak
basmati_rice cumin ghee yogurt,vegetable_biryani
beans carrot garlic mushroom onion peas turmeric,mixed_vegetable
butter chicken chili cream garam_masala garlic ginger,butter_chicken
basmati_rice onion pepper,vegetable_pulao
butter cardamom cashew cream ginger paneer,shahi_paneer
butter chili corn maggi_noodles masala,maggi
asafoetida ghee moong_dal mustard_seeds tomato,tarka_dal
ajwain besan onion spinach turmeric,pakora
butter cumin pav pav_bhaji_masala potato tomato,pav_bhaji
aloo cumin garam_masala oil palak,aloo_palak
butter chicken cream turmeric,butter_chicken
garam_masala oil onion prawn tomato,prawn_masala
butter cardamom chili cream ginger paneer yogurt,shahi_paneer
egg garlic ginger rice soy_sauce vinegar,egg_fried_rice
butter chicken chili cumin ginger,chicken_curry
butter egg garlic turmeric,anda_bhurji
aloo amchur besan coriander ginger onion,aloo_tikki
chili garlic ghee kasuri_methi tomato toor_dal,dal_tadka
chickpea cumin garam_masala ghee maida,chole_bhature
beans carrot chili cumin ghee peas,mixed_vegetable
bread butter carrot chili pepper tomato,vegetable_sandwich
butter cumin ghee methi wheat_flour yogurt,methi_paratha
aloo besan bread_crumbs chili cumin onion,aloo_tikki
aloo coriander ghee gobi kasuri_methi onion tomato,aloo_gobi
chili cumin onion toor_dal,dal_fry
basmati_rice chicken clove cumin ginger onion yogurt,chicken_pulao
garam_masala garlic ginger palak paneer,palak_paneer
butter chicken chili garam_masala garlic tomato,butter_chicken
basmati_rice cardamom ghee,biryani
besan bhindi coriander garlic ginger turmeric,bhindi_masala
butter coriander ginger pav potato tomato turmeric,pav_bhaji
basmati_rice oil peas pepper,vegetable_pulao
beans carrot garlic peas tomato turmeric,mixed_vegetable
beans chili ginger oil semolina,upma
butter capsicum cumin pav pav_bhaji_masala potato tomato,pav_bhaji
chili egg ginger,anda_bhurji
chili coconut_milk curry_leaves fish garlic oil,fish_curry
cumin garam_masala garlic paneer tomato,paneer_bhurji
besan fenugreek_seeds ginger onion yogurt,kadhi_pakora
kasuri_methi onion tomato toor_dal turmeric,dal_fry
aloo chili garlic spinach,saag_aloo
bhindi coriander onion turmeric,bhindi_masala
aloo amchur butter chili gobi,aloo_gobi
coriander ghee moong_dal oil onion,moong_dal
aloo coriander garam_masala garlic onion spinach,saag_aloo
basmati_rice chicken oil pepper yogurt,chicken_pulao
besan cumin ghee yogurt,kadhi_pakora
cardamom cashew chicken garam_masala ginger,korma
chaat_masala chili onion yogurt,raita
aloo coriander cumin garlic ghee ginger yogurt,dahi_aloo
onion pepper tomato,tomato_soup
chili ginger semolina,upma
coriander cream kasuri_methi mushroom,mushroom_masala
asafoetida chili ghee ginger oil toor_dal,dal_fry
chili egg garlic turmeric,anda_bhurji
butter capsicum chili egg tomato turmeric,omelette
carrot egg ginger pepper rice spring_onion,egg_fried_rice
